S.No.,pH,EC_(dS/m),Organic_Carbon_(%),Phosphorus_P2O5_(Kg/ha),Potassium_K2O_(Kg/ha),Zinc_Zn_(ppm),Iron_Fe_(ppm),Copper_Cu_(ppm),Manganese_Mn_(ppm),Required_Actions
2312,9.1,0.09,0.17,31.0,226.0,0.38,2.64,0.4,4.78,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2313,8.8,0.08,0.19,46.0,240.0,0.38,3.42,0.44,3.54,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2314,8.9,0.09,0.27,31.0,367.0,0.24,3.18,0.56,4.78,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2315,8.8,0.07,0.32,26.0,325.0,0.32,2.98,0.38,3.6,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2316,9.0,0.05,0.18,23.0,282.0,0.26,2.64,0.48,4.94,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2317,9.1,0.1,0.15,69.0,310.0,0.3,3.26,0.38,2.82,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2318,9.2,0.12,0.21,20.0,381.0,0.28,3.78,0.3,2.7,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Phosphorus is Low -> Increase DAP / Single Super Phosphate (SSP) | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2319,9.3,0.1,0.29,31.0,254.0,0.32,2.9,0.28,3.28,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2320,9.2,0.09,0.14,56.0,353.0,0.24,3.54,0.36,4.1,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2321,9.2,0.13,0.19,31.0,409.0,0.36,3.1,0.42,2.98,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2322,8.9,0.12,0.11,20.0,395.0,0.3,2.94,0.4,3.1,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Phosphorus is Low -> Increase DAP / Single Super Phosphate (SSP) | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2323,8.8,0.1,0.26,26.0,310.0,0.28,2.6,0.38,3.82,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2324,8.8,0.11,0.31,18.0,423.0,0.24,3.12,0.28,3.7,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Phosphorus is Low -> Increase DAP / Single Super Phosphate (SSP) | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2325,8.9,0.12,0.23,44.0,296.0,0.32,2.88,0.38,4.78,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2326,9.0,0.09,0.18,69.0,367.0,0.24,2.72,0.54,4.28,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2327,9.1,0.08,0.27,41.0,268.0,0.38,3.54,0.32,4.3,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2328,8.6,0.09,0.18,49.0,254.0,0.32,3.78,0.36,3.48,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2329,8.5,0.09,0.28,41.0,339.0,0.26,3.1,0.24,4.94,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2330,8.5,0.1,0.21,28.0,395.0,0.28,2.48,0.32,4.36,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2331,8.4,0.11,0.33,23.0,437.0,0.34,2.54,0.28,4.78,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2332,8.5,0.1,0.11,18.0,466.0,0.3,3.1,0.32,3.58,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Phosphorus is Low -> Increase DAP / Single Super Phosphate (SSP) | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2333,8.6,0.08,0.17,33.0,310.0,0.28,2.56,0.26,2.9,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2334,8.5,0.09,0.21,31.0,282.0,0.4,3.1,0.3,3.26,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2335,8.6,0.12,0.16,41.0,423.0,0.22,2.48,0.28,3.42,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2336,8.5,0.1,0.23,36.0,354.0,0.24,2.54,0.34,3.98,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2337,8.5,0.13,0.2,49.0,437.0,0.32,3.26,0.3,4.26,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2338,8.7,0.1,0.17,20.0,296.0,0.26,2.82,0.26,4.1,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Phosphorus is Low -> Increase DAP / Single Super Phosphate (SSP) | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2339,8.4,0.08,0.14,31.0,254.0,0.34,3.4,0.42,4.78,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2340,8.5,0.1,0.22,18.0,395.0,0.3,3.18,0.38,3.54,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Phosphorus is Low -> Increase DAP / Single Super Phosphate (SSP) | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2341,8.3,0.15,0.29,36.0,437.0,0.28,2.42,0.46,3.98,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2342,8.6,0.08,0.16,41.0,381.0,0.36,3.28,0.22,4.36,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2343,8.4,0.1,0.23,26.0,452.0,0.3,3.7,0.36,4.7,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2344,8.6,0.11,0.27,18.0,268.0,0.28,2.98,0.3,3.2,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Phosphorus is Low -> Increase DAP / Single Super Phosphate (SSP) | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2345,8.5,0.13,0.18,51.0,437.0,0.32,2.56,0.52,3.98,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2346,8.7,0.15,0.11,23.0,310.0,0.28,3.42,0.38,4.52,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2347,8.4,0.14,0.15,20.0,466.0,0.36,3.1,0.42,3.88,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Phosphorus is Low -> Increase DAP / Single Super Phosphate (SSP) | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2348,8.6,0.12,0.19,26.0,226.0,0.28,2.9,0.28,4.3,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2349,8.3,0.13,0.21,31.0,409.0,0.24,3.54,0.32,4.98,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2350,8.2,0.11,0.18,18.0,268.0,0.36,3.1,0.26,3.64,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Phosphorus is Low -> Increase DAP / Single Super Phosphate (SSP) | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2351,8.2,0.09,0.32,26.0,395.0,0.3,2.98,0.44,3.1,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2352,8.6,0.1,0.17,31.0,480.0,0.28,3.54,0.4,2.98,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2353,8.8,0.12,0.19,44.0,296.0,0.34,3.7,0.38,4.52,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2354,8.7,0.13,0.17,20.0,353.0,0.3,2.84,0.26,3.84,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Phosphorus is Low -> Increase DAP / Single Super Phosphate (SSP) | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2355,8.5,0.1,0.21,41.0,254.0,0.26,2.4,0.38,3.4,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2356,8.3,0.13,0.16,23.0,325.0,0.44,2.96,0.24,4.78,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2357,8.4,0.14,0.11,38.0,240.0,0.328,3.22,0.36,4.1,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2358,8.5,0.09,0.24,23.0,254.0,0.32,3.1,0.42,4.7,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2359,8.3,0.1,0.13,18.0,395.0,0.28,2.44,0.26,4.26,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Phosphorus is Low -> Increase DAP / Single Super Phosphate (SSP) | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2360,8.5,0.11,0.16,36.0,339.0,0.34,2.78,0.38,5.28,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2361,8.6,0.08,0.19,49.0,310.0,0.22,3.26,0.24,3.5,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2362,8.4,0.09,0.21,69.0,0.24,0.28,3.78,0.3,3.94,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Potassium is Low -> Increase MOP (Muriate of Potash) | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2363,8.7,0.12,0.15,59.0,353.0,0.34,3.12,0.28,4.12,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2364,8.6,0.1,0.22,51.0,437.0,0.26,3.7,0.34,4.78,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2365,8.5,0.13,0.29,33.0,395.0,0.32,2.98,0.26,3.54,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2366,8.4,0.12,0.23,26.0,466.0,0.28,2.54,0.38,3.9,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2367,8.5,0.1,0.18,0.2,339.0,0.34,2.7,0.26,4.54,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Phosphorus is Low -> Increase DAP / Single Super Phosphate (SSP) | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2368,8.6,0.11,0.16,31.0,268.0,0.32,3.26,0.32,4.9,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2369,8.2,0.13,0.19,28.0,437.0,0.28,3.1,0.28,3.56,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2370,8.4,0.15,0.21,41.0,339.0,0.3,3.56,0.3,3.78,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2371,8.5,0.17,0.23,18.0,268.0,0.24,3.2,0.28,4.42,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Phosphorus is Low -> Increase DAP / Single Super Phosphate (SSP) | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2372,8.6,0.15,0.18,49.0,381.0,0.36,2.98,0.36,3.46,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2373,8.7,0.14,0.24,20.0,353.0,0.38,3.24,0.48,3.1,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Phosphorus is Low -> Increase DAP / Single Super Phosphate (SSP) | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2374,8.8,0.13,0.21,18.0,423.0,0.24,3.1,0.32,4.5,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Phosphorus is Low -> Increase DAP / Single Super Phosphate (SSP) | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2375,8.4,0.18,0.16,51.0,395.0,0.28,2.48,0.28,4.78,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2376,8.6,0.13,0.27,31.0,466.0,0.32,2.82,0.32,3.54,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2377,8.7,0.18,0.29,38.0,310.0,0.28,2.7,0.26,3.94,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2378,8.8,0.17,0.31,49.0,437.0,0.34,3.28,0.34,3.48,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2379,8.8,0.09,0.27,54.0,452.0,0.28,2.54,0.3,4.6,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2380,8.8,0.08,0.21,26.0,282.0,0.34,3.5,0.28,4.78,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2381,8.7,0.15,0.18,18.0,437.0,0.3,3.14,0.32,3.64,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Phosphorus is Low -> Increase DAP / Single Super Phosphate (SSP) | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2382,8.4,0.16,0.29,41.0,240.0,0.28,2.46,0.28,3.94,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2383,8.5,0.18,0.31,33.0,466.0,0.34,2.82,0.36,3.26,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2384,8.5,0.19,0.24,51.0,282.0,0.3,3.24,0.44,4.1,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2385,8.7,0.08,0.21,23.0,466.0,0.22,3.1,0.28,4.78,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2386,8.8,0.09,0.18,18.0,437.0,0.38,3.78,0.36,3.54,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Phosphorus is Low -> Increase DAP / Single Super Phosphate (SSP) | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2387,8.5,0.08,0.13,41.0,310.0,0.3,2.88,0.44,3.1,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2388,8.4,0.13,0.17,49.0,452.0,0.36,3.46,0.42,3.46,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2389,8.6,0.14,0.21,23.0,381.0,0.3,3.1,0.36,4.7,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2390,8.3,0.16,0.14,18.0,466.0,0.24,2.98,0.3,3.98,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Phosphorus is Low -> Increase DAP / Single Super Phosphate (SSP) | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2391,8.5,0.11,0.16,15.0,423.0,0.26,2.88,0.28,4.32,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Phosphorus is Low -> Increase DAP / Single Super Phosphate (SSP) | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2392,8.6,0.12,0.15,51.0,325.0,0.32,3.28,0.44,4.7,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2393,8.3,0.15,0.19,67.0,310.0,0.34,3.08,0.32,5.12,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2394,8.4,0.16,0.21,36.0,268.0,0.26,3.74,0.28,3.42,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2395,8.5,0.17,0.27,20.0,395.0,0.22,2.86,0.36,3.94,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Phosphorus is Low -> Increase DAP / Single Super Phosphate (SSP) | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
2396,8.3,0.09,0.21,33.0,254.0,0.28,2.94,0.42,4.36,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
