S.No.,pH,EC_(dS/m),Organic_Carbon_(%),Phosphorus_P2O5_(Kg/ha),Potassium_K2O_(Kg/ha),Zinc_Zn_(ppm),Iron_Fe_(ppm),Copper_Cu_(ppm),Manganese_Mn_(ppm)
2827,8.3,0.73,0.18,51.0,395.0,0.28,2.16,0.4,3.46
2828,8.6,0.67,0.16,57.0,287.0,0.22,2.2,0.4,3.82
2829,8.2,0.7,0.16,36.0,319.0,0.26,2.12,0.38,3.88
2830,8.3,0.81,0.14,50.0,324.0,0.3,2.18,0.32,3.42
2831,8.3,0.96,0.14,39.0,352.0,0.32,2.16,0.36,3.44
2832,8.6,0.69,0.16,43.0,389.0,0.32,2.18,0.34,3.68
2833,8.4,0.57,0.18,47.0,287.0,0.3,2.12,0.34,3.68
2834,8.6,0.4,0.18,36.0,309.0,0.28,2.2,0.34,3.62
2835,8.4,0.31,0.16,31.0,274.0,0.3,2.12,0.32,4.12
2836,8.5,0.64,0.18,48.0,297.0,0.3,2.16,0.36,4.16
2837,8.6,1.0,0.18,51.0,325.0,0.28,2.18,0.38,4.12
2838,8.4,0.81,0.18,36.0,361.0,0.3,2.18,0.38,3.8
2839,8.6,1.1,0.16,31.0,287.0,0.32,2.2,0.32,3.64
2840,8.7,0.81,0.2,27.0,369.0,0.32,2.18,0.34,3.62
2841,8.6,0.49,0.16,35.0,327.0,0.3,2.2,0.38,3.46
2842,8.4,0.89,0.18,30.0,308.0,0.28,2.22,0.42,3.42
2843,8.5,0.68,0.24,26.0,314.0,0.28,2.28,0.4,3.46
2844,8.3,0.73,0.24,41.0,329.0,0.28,2.0,0.38,3.62
2845,8.4,0.72,0.22,38.0,284.0,0.3,2.12,0.38,3.62
2846,8.6,0.82,0.22,41.0,311.0,0.28,2.2,0.38,3.68
2847,8.4,0.83,0.24,43.0,307.0,0.26,2.26,0.36,3.62
2848,8.4,0.9,0.26,37.0,294.0,0.3,2.28,0.38,4.12
2849,8.3,0.91,0.26,31.0,311.0,0.32,2.12,0.4,4.16
2850,8.6,0.96,0.22,44.0,327.0,0.32,2.16,0.4,3.28
2851,8.7,0.94,0.22,29.0,346.0,0.28,2.18,0.38,4.2
2852,8.6,0.99,0.24,36.0,318.0,0.26,2.2,0.36,3.86
2853,8.4,0.68,0.22,31.0,291.0,0.22,2.2,0.32,3.86
2854,8.2,0.66,0.16,27.0,327.0,0.2,2.16,0.38,3.2
2855,8.3,0.67,0.18,35.0,308.0,0.24,2.18,0.36,3.42
2856,7.9,0.64,0.18,39.0,327.0,0.28,2.18,0.38,3.46
2857,8.4,0.65,0.16,42.0,314.0,0.26,2.2,0.32,3.46
2858,8.4,0.89,0.16,39.0,324.0,0.28,2.18,0.36,3.62
2859,8.6,0.86,0.14,51.0,341.0,0.3,2.2,0.38,3.68
2860,8.4,0.84,0.12,38.0,327.0,0.3,2.12,0.38,3.68
2861,8.2,0.8,0.18,30.0,369.0,0.28,2.16,0.4,3.42
2862,8.1,0.79,0.18,27.0,286.0,0.28,2.16,0.32,3.28
2863,8.4,0.76,0.16,36.0,311.0,0.32,2.2,0.36,3.26
2864,8.0,0.88,0.16,43.0,370.0,0.3,2.18,0.36,3.42
2865,8.6,0.86,0.18,41.0,334.0,0.32,2.12,0.38,3.42
2866,8.4,0.84,0.12,54.0,348.0,0.32,2.16,0.32,3.48
2867,8.2,0.87,0.14,46.0,296.0,0.26,2.18,0.32,3.46
2868,8.2,0.9,0.12,37.0,314.0,0.28,2.2,0.38,3.42
2869,8.6,0.94,0.16,39.0,327.0,0.24,2.22,0.36,3.46
2870,8.4,0.96,0.18,44.0,381.0,0.24,2.18,0.32,3.48
2871,8.8,0.88,0.16,41.0,309.0,0.22,2.16,0.36,3.48
2872,8.6,0.86,0.16,39.0,301.0,0.2,1.48,0.4,3.86
2873,8.2,0.84,0.12,41.0,294.0,0.18,1.56,0.36,3.8
2874,8.3,0.82,0.12,28.0,291.0,0.22,1.44,0.38,3.42
2875,8.0,0.81,0.16,35.0,312.0,0.18,1.44,0.42,3.46
2876,7.9,0.84,0.14,31.0,361.0,0.22,1.76,0.42,3.82
2877,8.1,0.86,0.12,27.0,287.0,0.2,1.82,0.44,4.1
2878,8.6,0.86,0.12,38.0,302.0,0.2,1.86,0.4,4.16
2879,8.4,0.99,0.18,42.0,298.0,0.18,1.62,0.38,4.12
2880,8.2,0.94,0.12,49.0,312.0,0.2,1.64,0.36,4.16
2881,8.4,0.96,0.12,37.0,294.0,0.22,1.64,0.38,4.16
2882,8.3,0.94,0.14,39.0,308.0,0.18,1.84,0.4,4.12
2883,8.2,0.92,0.16,41.0,281.0,0.18,1.82,0.36,3.48
2884,8.6,0.94,0.12,37.0,297.0,0.22,1.82,0.38,3.62
2885,8.6,0.92,0.12,28.0,318.0,0.2,1.6,0.42,3.82
2886,8.4,0.82,0.14,40.0,289.0,0.18,1.62,0.4,3.46
2887,8.4,0.86,0.1629,29.0,312.0,0.18,1.62,0.42,3.86
2888,8.4,0.86,0.18,41.0,290.0,0.18,1.68,0.38,3.88
2889,8.6,0.84,0.16,37.0,312.0,0.2,1.46,0.36,3.42
2890,8.4,0.82,0.14,48.0,308.0,0.22,1.62,0.38,3.86
2891,8.4,0.83,0.14,36.0,290.0,0.2,1.62,0.4,3.42
2892,8.8,0.84,0.14,41.0,311.0,0.22,1.84,0.42,3.46
2893,8.2,0.88,0.12,36.0,311.0,0.18,1.46,0.42,3.48
2894,8.1,0.82,0.12,29.0,294.0,0.16,1.64,0.42,3.42
2895,8.2,0.89,0.16,36.0,318.0,0.16,1.64,0.38,3.46
2896,8.4,0.88,0.14,30.0,247.0,0.18,1.8,0.36,3.64
2897,8.6,0.84,0.12,29.0,329.0,0.2,1.68,0.4,3.82
2898,8.0,0.86,0.14,41.0,284.0,0.22,1.42,0.4,3.86
2899,8.0,0.84,0.18,37.0,318.0,0.2,1.44,0.38,3.84
2900,8.1,0.82,0.18,39.0,290.0,0.18,1.44,0.36,3.86
2901,8.4,0.83,0.16,42.0,318.0,0.2,1.66,0.36,3.42
2902,8.3,0.84,0.14,37.0,241.0,0.18,1.64,0.42,3.46
2903,8.6,0.86,0.12,39.0,278.0,0.18,1.64,0.4,3.8
2904,8.6,0.87,0.12,41.0,329.0,0.22,1.62,0.4,4.12
2905,8.4,0.82,0.14,39.0,287.0,0.2,1.8,0.38,4.1
2906,8.6,0.84,0.16,48.0,296.0,0.2,1.8,0.36,4.1
2907,8.0,0.79,0.12,40.0,301.0,0.2,1.46,0.4,3.2
2908,8.2,0.74,0.16,31.0,294.0,0.24,1.64,0.46,3.28
2909,8.6,0.76,0.14,39.0,329.0,0.22,1.42,0.42,3.26
2910,8.4,0.74,0.16,42.0,287.0,0.28,1.82,0.42,3.26
2911,8.5,0.76,0.14,47.0,312.0,0.26,1.82,0.46,3.2
2912,8.1,0.78,0.14,28.0,328.0,0.22,1.8,0.44,3.28
2913,8.2,0.74,0.18,31.0,294.0,0.24,1.64,0.4,3.26
2914,8.6,0.76,0.16,39.0,281.0,0.24,1.68,0.48,3.28
2915,8.4,0.77,0.16,42.0,268.0,0.22,1.68,0.42,3.28
2916,8.2,0.74,0.18,49.0,308.0,0.2,1.48,0.42,3.2
2917,8.4,0.84,0.14,37.0,247.0,0.2,1.62,0.46,3.24
2918,8.6,0.86,0.12,38.0,294.0,0.26,1.62,0.4,3.26
2919,8.4,0.84,0.14,29.0,318.0,0.22,1.6,0.38,3.22
2920,8.2,0.82,0.16,41.0,294.0,0.24,1.84,0.42,3.22
2921,8.3,0.86,0.13,44.0,240.0,0.28,2.98,0.48,4.76
2922,8.4,0.84,0.15,23.0,409.0,0.26,3.46,0.4,4.64
2923,8.6,0.87,0.18,41.0,381.0,0.38,3.64,0.5,4.88
2924,8.4,0.86,0.21,46.0,466.0,0.34,3.98,0.52,5.64
2925,8.2,0.84,0.13,69.0,437.0,0.28,3.88,0.42,5.12
2926,8.4,0.89,0.11,61.0,381.0,0.26,3.64,0.36,5.18
2927,8.6,0.86,0.18,54.0,296.0,0.28,3.44,0.4,5.76
2928,8.4,0.86,0.19,41.0,395.0,0.36,3.86,0.46,5.34
2929,8.3,0.84,0.21,54.0,437.0,0.4,3.64,0.52,5.38
2930,8.2,0.87,0.14,49.0,286.0,0.42,3.88,0.54,5.68
2931,8.2,0.84,0.11,28.0,381.0,0.36,3.84,0.6,5.66
2932,8.4,0.88,0.21,20.0,339.0,0.34,3.64,0.64,5.76
2933,8.1,0.86,0.21,61.0,494.0,0.24,3.6,0.62,4.98
2934,8.4,0.87,0.12,59.0,466.0,0.34,4.12,0.5,4.12
2935,8.1,0.26,0.16,41.0,309.0,0.2,2.16,0.38,3.16
2936,8.0,0.51,0.16,39.0,281.0,0.18,2.26,0.36,3.2
2937,8.4,0.27,0.14,25.0,311.0,0.18,2.2,0.4,3.18
2938,8.3,0.29,0.18,37.0,327.0,0.22,2.12,0.42,3.12
2939,8.3,0.62,0.22,32.0,340.0,0.2,2.18,0.36,3.26
2940,8.4,0.31,0.2,29.0,358.0,0.24,2.18,0.38,2.28
2941,8.5,0.18,0.18,40.0,291.0,0.22,2.16,0.38,3.28
2942,8.1,0.42,0.16,36.0,327.0,0.2,2.26,0.4,3.42
2943,8.4,0.25,0.16,28.0,309.0,0.2,2.2,0.4,3.62
2944,8.3,0.28,0.14,32.0,287.0,0.18,2.12,0.36,3.64
2945,8.6,0.16,0.14,29.0,312.0,0.22,2.18,0.32,3.64
2946,8.5,0.14,0.12,35.0,339.0,0.24,2.18,0.38,3.26
2947,8.6,0.11,0.14,27.0,361.0,0.24,2.14,0.36,3.84
2948,8.5,0.14,0.16,38.0,358.0,0.2,2.16,0.38,4.12
2949,8.4,0.3,0.16,40.0,279.0,0.18,2.12,0.38,4.1
2950,8.5,0.19,0.18,27.0,312.0,0.2,2.16,0.36,4.12
2951,8.3,0.42,0.2,28.0,290.0,0.16,1.8,0.34,3.64
2952,8.4,0.32,0.24,41.0,312.0,0.16,1.64,0.32,3.48
2953,8.5,0.15,0.26,32.0,360.0,0.22,1.82,0.36,3.48
2954,8.5,0.13,0.24,27.0,284.0,0.2,1.86,0.38,3.28
2955,8.4,0.22,0.24,30.0,311.0,0.22,1.82,0.36,3.86
2956,8.5,0.1,0.26,24.0,294.0,0.22,1.82,0.32,3.42
2957,8.4,0.18,0.2,36.0,318.0,0.26,1.86,0.34,3.42
2958,8.5,0.14,0.18,32.0,290.0,0.24,1.64,0.34,3.68
2959,8.3,0.52,0.18,39.0,327.0,0.24,1.62,0.38,3.6
2960,8.5,0.29,0.22,42.0,318.0,0.2,1.62,0.32,3.68
2961,8.3,0.53,0.22,36.0,298.0,0.22,1.6,0.38,3.68
2962,8.5,0.36,0.22,39.0,318.0,0.18,1.48,0.36,3.28
2963,8.2,0.47,0.26,48.0,290.0,0.18,1.66,0.32,3.42
2964,8.3,0.44,0.24,36.0,371.0,0.22,1.42,0.34,3.44
2965,8.4,0.25,0.22,39.0,329.0,0.2,1.42,0.34,3.8
2966,8.3,0.3,0.22,40.0,361.0,0.24,1.46,0.38,3.82
2967,8.5,0.18,0.22,36.0,328.0,0.2,1.44,0.42,3.82
2968,8.6,0.15,0.18,27.0,294.0,0.26,1.48,0.42,3.64
2969,8.4,0.18,0.16,38.0,318.0,0.24,1.64,0.4,3.48
2970,8.2,0.13,0.16,39.0,294.0,0.24,1.62,0.42,3.42
2971,8.5,0.2,0.14,41.0,318.0,0.22,1.68,0.38,3.28
2972,8.6,0.19,0.14,36.0,284.0,0.2,1.68,0.36,3.28
2973,8.4,0.17,0.16,38.0,308.0,0.28,1.66,0.36,3.4
2974,8.6,0.14,0.16,30.0,329.0,0.22,1.66,0.34,3.46
2975,8.7,0.29,0.18,29.0,318.0,0.18,1.42,0.38,3.46
2976,8.7,0.21,0.16,42.0,290.0,0.16,1.64,0.38,3.82
2977,8.8,0.13,0.14,47.0,312.0,0.16,1.48,0.32,3.86
2978,8.5,0.25,0.16,38.0,310.0,0.2,1.62,0.38,4.0
2979,8.3,0.21,0.14,49.0,294.0,0.2,1.62,0.34,4.12
2980,8.1,0.19,0.22,40.0,301.0,0.18,1.64,0.36,3.8
2981,8.4,0.41,0.24,29.0,297.0,0.22,1.62,0.38,3.86
2982,8.5,0.49,0.26,34.0,364.0,0.18,1.48,0.34,3.28
2983,8.6,0.18,0.22,36.0,318.0,0.14,1.46,0.32,3.28
2984,8.4,0.23,0.2,38.0,297.0,0.2,1.46,0.38,3.4
2985,8.3,0.2,0.18,27.0,281.0,0.16,1.86,0.4,3.42
2986,8.2,0.17,0.16,31.0,318.0,0.22,1.88,0.4,3.46
2987,8.2,0.29,0.16,28.0,346.0,0.22,1.8,0.36,3.46
2988,8.5,0.21,0.2,31.0,294.0,0.2,1.64,0.38,3.48
2989,8.6,0.16,0.22,39.0,287.0,0.18,1.64,0.32,3.86
2990,8.5,0.19,0.16,42.0,306.0,0.22,1.62,0.32,3.86
2991,8.8,0.23,0.18,40.0,329.0,0.24,1.8,0.36,3.8
2992,8.6,0.14,0.14,37.0,349.0,0.24,1.28,0.38,3.62
2993,8.4,0.37,0.14,29.0,315.0,0.18,1.42,0.38,3.64
2994,8.3,0.3,0.18,46.0,294.0,0.2,1.42,0.4,3.64
2995,8.4,0.4,0.22,38.0,318.0,0.2,1.46,0.36,3.82
2996,8.3,0.19,0.2,27.0,287.0,0.22,1.62,0.32,3.84
2997,8.1,0.23,0.22,30.0,294.0,0.24,1.66,0.36,3.84
2998,8.0,0.2,0.22,27.0,312.0,0.24,1.66,0.32,3.8
2999,8.6,0.16,0.26,41.0,360.0,0.22,1.6,0.322,4.0
3000,8.5,0.18,0.24,38.0,329.0,0.2,1.82,0.32,4.12
3001,8.4,0.41,0.24,30.0,318.0,0.2,1.86,0.38,4.12
3002,8.4,0.32,0.28,29.0,291.0,0.22,1.86,0.36,3.8
3003,8.2,0.17,0.22,42.0,318.0,0.24,1.48,0.36,3.68
3004,8.6,0.14,0.24,37.0,327.0,0.24,1.46,0.32,3.42
3005,8.4,0.21,0.24,38.0,339.0,0.22,1.62,0.38,3.46
3006,8.3,0.29,0.24,28.0,342.0,0.26,1.64,0.42,3.48
3007,8.1,0.19,0.22,31.0,367.0,0.22,1.64,0.42,3.46
3008,8.5,0.32,0.24,27.0,269.0,0.2,1.66,0.36,3.44
3009,8.3,0.39,0.2,36.0,312.0,0.24,1.46,0.34,3.42
3010,8.6,0.21,0.18,41.0,318.0,0.2,1.46,0.34,3.48
3011,8.7,0.47,0.18,48.0,290.0,0.2,1.48,0.36,3.42
3012,8.4,0.18,0.22,37.0,318.0,0.18,1.82,0.32,3.44
3013,8.2,0.23,0.24,28.0,290.0,0.2,1.78,0.38,3.48
3014,8.3,0.2,0.24,44.0,318.0,0.18,1.44,0.38,3.48
3015,8.5,0.41,0.2,37.0,308.0,0.18,1.86,0.36,3.48
3016,8.1,0.37,0.18,24.0,297.0,0.2,1.82,0.34,3.6
3017,8.8,0.3,0.16,36.0,316.0,0.16,1.86,0.32,3.64
3018,8.6,0.23,0.22,34.0,318.0,0.16,1.42,0.36,3.62
3019,8.5,0.29,0.24,31.0,294.0,0.2,1.48,0.32,3.68
3020,8.3,0.41,0.22,29.0,311.0,0.18,1.64,0.38,3.86
3021,8.4,0.28,0.24,42.0,314.0,0.18,1.64,0.36,3.82
3022,8.6,0.2,0.26,37.0,376.0,0.22,1.8,0.4,3.82
3023,8.5,0.14,0.26,30.0,326.0,0.24,1.86,0.4,3.86
3024,8.4,0.19,0.18,27.0,318.0,0.22,1.48,0.38,3.48
3025,8.5,0.28,0.22,31.0,309.0,0.2,1.46,0.32,3.62
3026,8.3,0.37,0.2,28.0,291.0,0.24,1.42,0.34,3.68
3027,8.4,0.22,0.22,30.0,382.0,0.24,1.42,0.36,3.66
3028,8.6,0.18,0.18,38.0,360.0,0.26,1.8,0.38,3.42
3029,8.7,0.11,0.24,43.0,369.0,0.22,1.86,0.32,3.26
3030,8.4,0.13,0.22,41.0,287.0,0.22,1.86,0.38,3.28
3031,8.3,0.27,0.22,29.0,318.0,0.2,1.68,0.38,3.28
3032,8.5,0.22,0.16,43.0,296.0,0.2,1.62,0.4,3.28
3033,8.4,0.19,0.16,40.0,318.0,0.18,1.62,0.36,3.4
3034,8.1,0.23,0.18,39.0,289.0,0.16,1.48,0.32,3.46
3035,8.3,0.21,0.16,41.0,312.0,0.16,1.46,0.34,3.62
3036,8.5,0.18,0.14,39.0,310.0,0.2,1.46,0.34,3.6
3037,8.7,0.14,0.2,46.0,368.0,0.24,1.76,0.38,3.6
3038,8.6,0.31,0.18,39.0,290.0,0.22,1.82,0.32,3.86
3039,8.3,0.22,0.18,31.0,312.0,0.26,1.82,0.36,3.88
3040,8.5,0.27,0.22,28.0,360.0,0.22,1.64,0.38,3.42
3041,8.4,0.18,0.22,34.0,287.0,0.2,1.48,0.36,3.2
3042,8.3,0.15,0.22,41.0,349.0,0.2,1.42,0.34,3.46
3043,8.2,0.21,0.26,36.0,356.0,0.26,1.46,0.34,3.44
3044,8.5,0.34,0.24,27.0,341.0,0.22,1.48,0.32,4.0
3045,8.6,0.27,0.18,38.0,287.0,0.2,1.46,0.32,3.86
3046,8.6,0.18,0.16,34.0,318.0,0.24,1.42,0.38,3.48
3047,8.8,0.29,0.16,29.0,284.0,0.22,1.42,0.32,3.82
3048,8.4,0.2,0.22,47.0,308.0,0.22,2.18,0.36,3.2
3049,8.3,0.14,0.22,38.0,324.0,0.2,2.2,0.36,3.2
3050,8.1,0.11,0.24,43.0,387.0,0.2,2.16,0.38,3.26
3051,8.5,0.19,0.22,41.0,369.0,0.22,2.12,0.4,3.48
3052,8.4,0.21,0.2,39.0,361.0,0.22,2.12,0.4,4.12
3053,8.0,0.29,0.18,34.0,327.0,0.18,2.16,0.38,4.12
3054,8.6,0.41,0.16,39.0,348.0,0.2,2.18,0.42,3.8
3055,8.7,0.19,0.16,42.0,337.0,0.24,2.18,0.36,3.64
3056,8.4,0.21,0.16,49.0,369.0,0.22,2.2,0.38,3.82
3057,8.2,0.24,0.22,44.0,349.0,0.26,2.16,0.38,3.82
3058,8.1,0.18,0.2,31.0,327.0,0.26,2.12,0.36,3.68
3059,8.6,0.14,0.2,0.39,308.0,0.22,2.18,0.32,3.46
3060,7.3,0.2,0.3,39.0,254.0,0.32,3.4,0.32,2.8
3061,7.7,0.14,0.28,28.0,310.0,0.28,2.98,0.28,3.64
3062,7.5,1.69,0.24,36.0,367.0,0.28,3.78,0.36,4.2
3063,7.9,0.62,0.28,47.0,480.0,0.26,2.92,0.4,4.1
3064,8.0,0.38,0.18,38.0,310.0,0.32,3.2,0.26,3.78
3065,7.9,0.25,0.19,42.0,268.0,0.44,3.42,0.26,3.9
3066,7.9,0.19,0.14,39.0,437.0,0.4,3.8,0.32,3.42
3067,8.0,0.26,0.1,28.0,579.0,0.28,2.98,0.28,3.64
3068,8.1,0.15,0.14,42.0,452.0,0.32,3.42,0.3,4.32
3069,8.0,0.14,0.29,36.0,381.0,0.24,3.1,0.42,4.82
3070,7.9,0.17,0.18,49.0,296.0,0.32,2.92,0.28,3.4
3071,8.0,0.16,0.2,28.0,254.0,0.26,2.42,0.32,4.26
3072,7.8,0.18,0.32,31.0,310.0,0.38,3.28,0.26,4.78
3073,7.9,0.4,0.14,49.0,423.0,0.42,4.2,0.32,4.1
3074,8.2,0.4,0.29,38.0,466.0,0.28,3.78,0.28,2.88
3075,7.8,0.37,0.18,49.0,367.0,0.32,3.24,0.32,3.28
3076,7.6,0.95,0.14,28.0,240.0,0.28,3.78,0.26,3.4
3077,7.7,0.84,0.13,31.0,282.0,0.32,3.4,0.32,2.8
3078,7.7,0.99,0.21,49.0,409.0,0.42,3.42,0.423,3.78
3079,7.9,0.9,0.24,31.0,381.0,0.28,3.78,0.36,4.2
3080,7.8,0.94,0.19,38.0,367.0,0.26,2.92,0.4,4.1
3081,8.2,0.41,0.29,39.0,466.0,0.32,3.2,0.26,3.78
3082,8.2,0.24,0.13,28.0,310.0,0.44,3.42,0.26,3.9
3083,8.0,0.18,0.18,38.0,240.0,0.4,3.8,0.32,3.42
3084,8.0,0.16,0.24,44.0,311.0,0.2,2.1,0.36,3.22
3085,8.1,0.24,0.24,39.0,319.0,0.18,2.16,0.38,3.2
3086,8.1,0.4,0.22,42.0,324.0,0.2,2.1,0.32,3.2
3087,8.3,0.29,0.26,38.0,309.0,0.22,2.12,0.36,3.28
3088,8.4,0.19,0.26,44.0,284.0,0.2,2.1,0.34,3.26
3089,8.4,0.21,0.24,49.0,312.0,0.22,2.16,0.38,3.2
3090,8.3,0.17,0.18,51.0,367.0,0.2,2.12,0.36,3.22
3091,8.4,0.15,0.18,39.0,381.0,0.18,2.2,0.32,3.26
3092,7.9,1.05,0.2,48.0,329.0,0.22,2.18,0.34,3.28
3093,8.4,0.46,0.2,41.0,318.0,0.18,2.16,0.36,3.22
3094,8.4,0.24,0.16,29.0,309.0,0.2,2.12,0.38,3.26
3095,8.3,0.28,0.2,35.0,314.0,0.22,2.1,0.36,3.28
3096,8.5,0.25,0.18,27.0,327.0,0.2,2.1,0.36,3.28
3097,8.5,0.19,0.28,42.0,369.0,0.24,1.42,0.38,3.46
3098,8.5,0.19,0.26,37.0,318.0,0.26,1.86,0.4,3.84
3099,8.6,0.17,0.24,38.0,298.0,0.22,1.74,0.36,3.42
3100,8.6,0.16,0.22,41.0,329.0,0.2,1.82,0.32,3.28
3101,8.7,0.16,0.18,29.0,340.0,0.24,1.86,0.34,3.26
3102,8.5,0.16,0.18,38.0,348.0,0.26,1.48,0.38,4.12
3103,8.4,0.26,0.16,42.0,294.0,0.28,1.62,0.38,3.86
3104,8.3,0.53,0.2,46.0,319.0,0.24,1.88,0.32,3.48
3105,8.5,0.33,0.18,37.0,327.0,0.24,2.08,0.36,3.86
3106,8.6,0.24,0.16,48.0,318.0,0.22,2.08,0.36,3.84
3107,8.6,0.16,0.16,47.0,309.0,0.2,2.0,0.38,3.68
3108,8.4,0.49,0.16,51.0,318.0,0.28,2.1,0.4,3.82
3109,8.7,0.3,0.18,39.0,294.0,0.2,2.1,0.4,3.46
3110,8.5,0.28,0.16,42.0,281.0,0.24,2.06,0.36,3.48
3111,8.5,0.3,0.22,38.0,324.0,0.22,2.0,0.4,3.42
3112,8.7,0.17,0.2,31.0,336.0,0.26,1.84,0.38,3.46
3113,8.6,0.15,0.2,28.0,290.0,0.22,1.86,0.32,3.48
3114,8.5,0.24,0.2,36.0,318.0,0.24,1.86,0.36,3.48
3115,8.6,0.19,0.18,39.0,249.0,0.26,1.82,0.34,3.46
3116,8.7,0.25,0.16,35.0,308.0,0.2,1.8,0.38,3.28
3117,8.6,0.19,0.18,31.0,341.0,0.18,1.82,0.4,3.42
3118,8.6,0.16,0.2,42.0,369.0,0.22,1.98,0.36,3.26
3119,7.8,0.12,0.2,38.0,347.0,0.24,1.46,0.38,3.42
3120,8.0,0.16,0.22,43.0,381.0,0.24,1.64,0.38,3.64
3121,7.9,0.14,0.24,47.0,297.0,0.2,1.62,0.36,3.78
3122,8.0,0.13,0.24,31.0,328.0,0.26,1.8,0.34,3.68
3123,8.1,0.13,0.26,28.0,314.0,0.22,1.78,0.32,3.82
3124,8.0,0.12,0.26,30.0,339.0,0.28,1.46,0.34,3.4
3125,8.1,0.14,0.24,37.0,281.0,0.28,1.46,0.34,3.16
3126,8.2,0.12,0.24,32.0,329.0,0.24,1.88,0.38,3.2
3127,8.0,0.14,0.16,39.0,341.0,0.26,1.86,0.4,3.26
3128,8.2,0.13,0.18,48.0,367.0,0.22,1.92,0.36,3.28
3129,8.9,0.11,0.18,41.0,328.0,0.2,1.46,0.38,3.86
3130,8.3,0.12,0.18,37.0,314.0,0.28,1.78,0.32,4.12
3131,8.3,0.1,0.16,31.0,319.0,0.24,1.46,0.36,4.0
3132,8.2,0.11,0.2,42.0,282.0,0.24,1.64,0.34,2.86
3133,8.1,0.13,0.22,49.0,341.0,0.2,2.1,0.38,3.48
3134,8.0,0.12,0.24,52.0,360.0,0.26,2.0,0.32,3.64
3135,8.3,0.1,0.26,39.0,329.0,0.22,1.98,0.34,3.62
3136,8.2,0.13,0.18,36.0,314.0,0.24,1.88,0.36,3.86
3137,8.2,0.1,0.2,58.0,329.0,0.24,1.86,0.32,3.92
3138,8.1,0.13,0.22,51.0,318.0,0.28,1.44,0.38,3.46
3139,8.3,0.16,0.22,34.0,284.0,0.26,1.76,0.36,3.2
3140,8.2,0.16,0.24,39.0,297.0,0.22,1.82,0.36,3.28
3141,8.2,0.18,0.26,32.0,312.0,0.22,1.48,0.32,3.26
3142,8.4,0.11,0.26,51.0,349.0,0.28,1.64,0.38,3.22
3143,8.4,0.18,0.24,56.0,289.0,0.24,2.0,0.36,3.26
3144,8.6,0.16,0.22,49.0,260.0,0.2,2.1,0.36,3.28
3145,8.4,0.17,0.22,58.0,311.0,0.2,2.16,0.38,3.64
3146,8.5,0.14,0.24,39.0,329.0,0.24,2.1,0.38,3.62
3147,8.1,0.28,0.22,36.0,347.0,0.26,2.0,0.4,3.86
3148,8.3,0.18,0.24,31.0,368.0,0.28,2.0,0.36,3.86
3149,8.0,0.42,0.24,27.0,311.0,0.28,2.1,0.38,3.8
3150,8.3,0.56,0.22,39.0,341.0,0.22,2.12,0.36,3.2
3151,8.4,0.28,0.24,44.0,308.0,0.26,2.08,0.34,3.2
3152,8.1,0.31,0.22,35.0,294.0,0.24,2.0,0.38,3.64
3153,8.1,0.61,0.24,31.0,311.0,0.24,2.0,0.38,3.88
3154,8.2,0.71,0.22,39.0,287.0,0.28,1.88,0.36,3.26
3155,8.1,0.67,0.24,42.0,261.0,0.28,1.64,0.4,3.42
3156,7.9,0.59,0.22,52.0,294.0,0.26,1.68,0.38,3.64
3157,8.1,0.35,0.22,59.0,311.0,0.24,1.62,0.32,3.62
3158,7.8,0.39,0.2,48.0,381.0,0.3,1.62,0.36,3.8
3159,8.1,0.53,0.18,41.0,327.0,0.28,1.68,0.36,3.84
3160,8.1,0.48,0.18,37.0,339.0,0.26,1.48,0.34,3.86
3161,8.2,0.42,0.24,29.0,327.0,0.28,2.12,0.36,3.26
3162,8.1,0.4,0.22,42.0,314.0,0.28,2.16,0.32,3.42
3163,7.8,0.6,0.24,38.0,329.0,0.26,2.1,0.36,3.2
3164,8.1,0.55,0.24,43.0,341.0,0.24,2.12,0.38,3.28
3165,8.0,0.49,0.22,29.0,327.0,0.24,2.12,0.34,3.26
3166,8.1,0.43,0.2,37.0,367.0,0.22,2.18,0.32,3.22
3167,8.0,0.47,0.2,31.0,348.0,0.28,2.16,0.36,3.24
3168,8.6,0.15,0.22,28.0,294.0,0.28,2.12,0.4,3.2
3169,8.5,0.16,0.22,34.0,311.0,0.26,2.12,0.32,3.28
3170,8.37,0.1,0.16,31.0,287.0,0.22,2.18,0.32,3.26
3171,8.6,0.12,0.18,28.0,329.0,0.2,2.16,0.38,3.22
3172,8.6,0.1,0.18,39.0,348.0,0.24,2.12,0.34,3.2
3173,8.4,0.11,0.18,44.0,328.0,0.28,2.1,0.32,3.42
3174,8.3,0.14,0.16,41.0,287.0,0.22,2.08,0.36,3.44
3175,8.4,0.12,0.22,49.0,308.0,0.26,2.1,0.36,3.28
3176,8.1,0.12,0.2,54.0,349.0,0.24,2.1,0.32,3.2
3177,8.4,0.1,0.2,28.0,312.0,0.26,2.18,0.34,3.28
3178,8.4,0.11,0.2,36.0,328.0,0.22,2.16,0.38,3.26
3179,8.1,0.15,0.22,31.0,367.0,0.26,2.12,0.38,3.28
3180,8.0,0.1,0.18,27.0,340.0,0.24,2.16,0.36,3.22
3181,8.9,0.13,0.18,36.0,284.0,0.22,2.12,0.32,3.2
